n,Codice_IPA,tipo,email
1,c_c629,Mail2,info@comune.chiesanuova.to.it
1,c_c630,Mail2,protocollo.chies@alpago.bl.it
1,c_c634,Mail2,info@comune.chieve.cr.it
1,c_c637,Mail2,ragioneria@comune.chignolopo.pv.it
1,c_c638,Mail2,urp@chioggia.org
1,c_c639,Mail4,info@comune.chiomonte.to.it
1,c_c641,Mail2,segreteria.tributi@com-chiopris-viscone.regione.fvg.it
1,c_c648,Mail2,CHITIGNANO@casentino.toscana.it
1,c_c649,Mail2,info@comune.chiuduno.bg.it
1,c_c652,Mail2,info@chiusa.eu
1,c_c658,Mail2,responsabiletributi.chiusano.dasti@ruparpiemonte.it
1,c_c660,Mail2,contatti@comune.chiusavecchia.im.it
1,c_c662,Mail2,ragioniere@comune.chiusi.si.it
1,c_c663,Mail2,chiusidellaverna@casentino.toscana.it
1,c_c665,Mail2,protocollo@comune.chivasso.to.it
1,c_c668,Mail2,comunedicianciana@libero.it
1,c_c669,Mail2,demografici@comune.canossa.re.it
1,c_c670,Mail2,protocollo@comune.crocetta.tv.it
1,c_c672,Mail2,ragioneria.cibiana@valboite.bl.it
1,c_c673,Mail2,segretario@comune.cicagna.ge.it
1,c_c674,Mail2,protocollo@comune.cicala.cz.it
1,c_c680,Mail2,comune@cigliano.net
1,c_c681,Mail2,ciglie@ruparpiemonte.it
1,c_c684,Mail2,servizifinanziari@comune.cigognola.pv.it
1,c_c686,Mail2,info@comune.cilavegna.pv.it
1,c_c691,Mail2,info@comune.cimbergo.bs.it
1,c_c695,Mail3,ragioneriacimina@tiscali.it
1,c_c696,Mail2,protocollo@comuneciminna.gov.it
1,c_c698,Mail2,protocollo@comune.tavernolesulmella.bs.it
1,c_c699,Mail2,ragioneria@comune.cimolais.pn.it
1,c_c700,Mail2,ragioneria@comune.cimone.tn.it
1,c_c701,Mail2,protocollo@comune.cinaglio.at.it
1,c_c702,Mail3,protocollo@cineto.it
1,c_c703,Mail2,anagrafe@comune.cingiadebotti.cr.it
4,c_c708,Mail5,protocollo.informatico@comune.cinisi.pa.it
1,c_c709,Mail2,amministrazione@comune.cino.so.it
1,c_c711,Mail2,cintano@ruparpiemonte.it
1,c_c712,Mail2,cintetesino@comune.cintetesino.tn.it
1,c_c713,Mail2,cinto@comune.cintoeuganeo.pd.it
1,c_c715,Mail2,protocollo@comune.cinzano.to.it
1,c_c719,Mail2,comunedicircello@circello.com
1,c_c722,Mail2,protocollo@comune.cirie.to.it
1,c_c723,Mail2,comunecirigliano@rete.basilicata.it
1,c_c724,Mail2,info@comune.cirimido.co.it
1,c_c727,Mail2,comune@comune.cis.tn.it
1,c_c729,Mail2,protocollo@comune.cisanosulneva.sv.it
1,c_c733,Mail2,passerini@comune.cisliano.mi.it
1,c_c735,Mail2,info@comune.cisondivalmarino.tv.it
1,c_c738,Mail2,info@comune.cissone.cn.it
2,c_c739,Mail3,protocollo@comune.cisterna.at.it
1,c_c742,Mail2,comune@citerna.net
1,c_c743,Mail2,segrsindaco@comune.cittadella.pd.it
1,c_c745,Mail2,protocollo@comune.cittadicastello.pg.it
1,c_c747,Mail2,servizioinformatico@comune.cittanova.rc.it
1,c_c749,Mail2,comune.cittareale@libero.it
1,c_c751,Mail2,protocollo@comune.cittiglio.va.it
1,c_c755,Mail2,info@comune.civezza.im.it
1,c_c757,Mail2,segreteria@comune.civiasco.vc.it
1,c_c760,Mail2,uff.segreteria@comune.cividate-camuno.bs.it
1,c_c763,Mail3,ragioneria@comune.civita.cs.it
1,c_c765,Mail2,datacenter@comune.civitacastellana.vt.it
1,c_c767,Mail2,urp@comune.lanuvio.rm.it
1,c_c768,Mail2,comunecivitaluparella@virgilio.it
1,c_c769,Mail2,INFO@COMUNE.CIVITANOVADELSANNIO.IS.IT
1,c_c771,Mail2,p.chiulli@comune.civitaquana.pe.it
1,c_c772,Mail2,duroniacomune@tiscali.it
1,c_c774,Mail2,comune@civichiana.it
1,c_c777,Mail2,protocollo@comune.civitella-di-romagna.fc.it
1,c_c779,Mail2,protocollo.civitella@comune.civitellacasanova.pe.it
1,c_c781,Mail2,protocollo@comunecivitelladeltronto.it
1,c_c782,Mail2,protocollo@comune.civitellapaganico.gr.it
1,c_c783,Mail2,info@comune.civitella-roveto.aq.it
1,c_c784,Mail2,ufficiosegreteriacsp@libero.it
1,c_c785,Mail2,info@comune.civo.so.gov.it
1,c_c787,Mail2,info@comune.clainoconosteno.co.it
1,c_c789,Mail2,segreteria@comune.ubialeclanezzo.bg.it
1,c_c790,Mail2,lavori.pubblici@comune.claut.pn.it
1,c_c791,Mail2,protocollo@comune.clauzetto.pn.it
1,c_c792,Mail2,info@clavesana.info
1,c_c793,Mail2,info@comune.claviere.to.it
1,c_c794,Mail2,info@comune.cles.tn.it
1,c_c795,Mail2,comunedicleto@libero.it
1,c_c796,Mail2,protocollo@comune.clivio.va.it
1,c_c800,Mail2,protocollo@comune.clusone.bg.it
1,c_c801,Mail2,ufficiopersonale@comune.coassolo.to.it
1,c_c804,Mail2,ragioneria.coazzolo@libero.it
1,c_c806,Mail2,segreteria@comune.coccaglio.bs.it
1,c_c810,Mail2,mbonavia@comune.cocquio-trevisago.va.it
1,c_c811,Mail3,massimo.iafolla@tiscali.it
1,c_c812,Mail2,ragioneria@comune.codevigo.pd.it
1,c_c813,Mail2,info@comune.codevilla.pv.it
1,c_c815,Mail2,comune@comune.codogne.tv.it
1,c_c816,Mail2,urp@comune.codogno.lo.it
1,c_c817,Mail2,protocollo@comune.codroipo.ud.it
1,c_c819,Mail2,coggiola@ptb.provincia.biella.it
1,c_c821,Mail2,info@comune.cogne.ao.it
1,c_c823,Mail2,segrsindaco@comune.cogoleto.ge.it
1,c_c824,Mail2,protocollo@comune.cogollodelcengio.vi.it
1,c_c829,Mail2,municipio@comune.colazza.no.it
1,c_c835,Mail2,info@comune.colere.bg.it
1,c_c838,Mail2,info@comunecoli.it
1,c_c841,Mail2,com.collalto.sabino@libero.it
1,c_c844,Mail2,info@comunedicollarmele.it
1,c_c848,Mail2,ragioneria@comune.colle-umberto.tv.it
1,c_c851,Mail2,protocollo@comune.collebrianza.lc.it
1,c_c853,Mail2,ufficiosegreteria@comune.collecorvino.pe.it
1,c_c854,Mail2,colle.danchise@tiscali.it
1,c_c855,Mail2,comune.colledimacine@tiscalinet.it
1,c_c856,Mail2,comunedicolledimezzo@tin.it
1,c_c857,Mail2,comunedicolleditora@virgilio.it
1,c_c859,Mail2,segreteria@comunecollegiove.it
1,c_c866,Mail2,ufficio.anagrafe@comune.collepietro.aq.it
1,c_c867,Mail2,info@comune.collerettocastelnuovo.to.it
1,c_c868,Mail2,colleretto.giacosa@canavese.to.it
1,c_c869,Mail2,aoo@comune.collesalvetti.li.it
1,c_c870,Mail2,info@comune.collesanmagno.fr.it
1,c_c872,Mail2,protocollo.slucia@agordino.bl.it
1,c_c875,Mail2,ragioneria@colletorto.eu
1,c_c877,Mail3,comune@comune.collideltronto.ap.it
1,c_c878,Mail2,colliavolturno@libero.it
1,c_c883,Mail2,giorgio@comune.collio.bs.it
1,c_c886,Mail2,info@comune.colmurano.mc.it
1,c_c893,Mail2,protocollo@comune.cologne.bs.it
1,c_c894,Mail2,protocollo@comune.colognoalserio.bg.it
1,c_c897,Mail2,info@comunecolognola.it
1,c_c900,Mail2,info@comune.colonna.roma.it
1,c_c902,Mail2,info@comune.colonno.co.it
1,c_c904,Mail2,protocollo@comune.colorno.pr.it
1,c_c905,Mail4,ragioneria@comune.colosimi.cs.it
1,c_c908,Mail2,domenico.puglia@unioneaddetta.mi.gov.it
1,c_c910,Mail4,segreteria@comune.colzate.bg.it
1,c_c915,Mail2,posta@comune.comano.ms.it
1,c_c917,Mail2,comune@comune.comazzo.lo.it
1,c_c918,Mail2,protocollo@com-comeglians.regione.fvg.it
1,c_c920,Mail2,segr.comelico@cmcs.it
1,c_c926,Mail2,ragioneria@comune.comignago.no.it
1,c_c928,Mail2,anagrafe.comitini@virgilio.it
1,c_c931,Mail2,protocollo@comune.commezzadura.tn.it
1,c_c936,Mail2,info@comune.valsolda.co.it
1,c_c938,Mail2,protocollo@comune.cona.ve.it
1,c_c939,Mail2,segreteria@comune.concadellacampania.ce.it
1,c_c941,Mail2,comuneconca@virgilio.it
1,c_c946,Mail2,comune.concerviano@libero.it
1,c_c948,Mail4,protocollo@comune.concesio.brescia.it
1,c_c951,Mail2,info@comune.concordia.mo.it
1,c_c952,Mail2,segreteria@comune.concorezzo.mb.it
1,c_c955,Mail2,protocollo@comune.condove.to.it
1,c_c956,Mail2,ufficioragioneria@comune.condro.me.it
1,c_c957,Mail2,protocollo@comune.conegliano.tv.it
1,c_c959,Mail2,configni.rag@tin.it
1,c_c962,Mail2,info@comune.coniolo.al.it
1,c_c963,Mail3,segreteria@comune.conselice.ra.it
1,c_c964,Mail2,admin.ced@comune.conselve.pd.it
1,c_c971,Mail2,protocollo@comune.contrada.av.it
1,c_c978,Mail2,info@comune.copertino.le.it
1,c_c979,Mail2,ufficioragioneria@comune.copiano.pv.it
1,c_c982,Mail2,info@comune.corana.pv.it
1,c_c983,Mail2,info@comune.corato.ba.it
1,c_c986,Mail2,servizio.protocollo@comune.corbetta.mi.it
1,c_c992,Mail2,posta@comune.cordignano.tv.it
1,c_c996,Mail2,info@comune.coreglia.lu.it
1,c_csapz,Mail2,uff_ragioneria@tiscali.it
1,c_d003,Mail2,ragioneria@comune.cori.lt.it
1,c_d006,Mail2,responsabile.direzione@comune.corigliano.le.it
1,c_d008,Mail2,info@comune.corio.to.it
1,c_d010,Mail2,comunecorleto@comune.corletoperticara.pz.it
1,c_d013,Mail2,comune.cormano@comune.cormano.mi.it
1,c_d015,Mail2,comune.cornaimagna@virgilio.it
1,c_d022,Mail2,corneliano.dalba@ruparpiemonte.it
1,c_d027,Mail2,protocollo@com-corno-di-rosazzo.regione.fvg.it
1,c_d029,Mail2,protocollo@comune.cornovecchio.lo.it
2,c_d040,Mail3,protocollo@comune.correzzola.pd.it
1,c_d042,Mail2,protocollo@comune.corridonia.mc.it
1,c_d044,Mail2,segreteria@comune.corsano.le.it
1,c_d045,Mail2,ufficio.protocollo@comune.corsico.mi.it
1,c_d046,Mail2,comune.corsione@libero.it
1,c_d050,Mail2,info@comune.cortandone.at.it
1,c_d051,Mail2,comune.cortanze@libero.it
1,c_d052,Mail2,info@comune.cortazzone.at.it
1,c_d056,Mail2,ragioneria@comune.cortedecortesiconcignone.cr.it
1,c_d057,Mail2,info@comune.cortedefrati.cr.it
1,c_d058,Mail2,comune@comune.cortefranca.bs.it
1,c_d062,Mail2,info1@comune.cortemilia.cn.it
1,c_d064,Mail2,info@comune.corteno-golgi.bs.it
1,c_d068,Mail2,info@comune.cortepalasio.lo.it
1,c_d076,Mail2,protocollo@comunedicortino.gov.it
1,c_d078,Mail2,comunecorvara@libero.it
1,c_d079,Mail2,info@corvara.eu
1,c_d0869,Mail2,comuneserra@libero.it
1,c_d087,Mail2,protocollo@cosioim.org
1,c_d088,Mail2,anagrafe.cosiovaltellino@legalmail.it
1,c_d092,Mail2,info@comune.cossano.to.it
1,c_d094,Mail2,urp@comune.cossato.bi.it
2,c_d095,Mail3,protocollo@comune.cosseria.sv.it
1,c_d099,Mail2,protocollo@comune.cossogno.vb.it
1,c_d100,Mail3,protocollo@comune.cossoine.ss.it
1,c_d101,Mail2,comune_cossombrato@libero.it
1,c_d103,Mail2,protocollo@comune.costavalleimagna.bg.it
1,c_d107,Mail2,info@comune.costabissara.vi.it
1,c_d108,Mail2,info@comunecostacciaro.it
1,c_d109,Mail2,segreteria@comune.costadenobili.pv.it
1,c_d110,Mail2,amministrazione@comune.costadimezzate.bg.it
1,c_d111,Mail2,info@comune.costaserina.bg.it
1,c_d113,Mail2,costanzana@comuniubv.it
1,c_d114,Mail2,tecnico.costa@libero.it
1,c_d117,Mail2,protocollo@comune.costavolpino.bg.it
1,c_d119,Mail2,affarigenerali@costigliole.it
1,c_d120,Mail2,segreteria@comune.costigliolesaluzzo.cn.it
1,c_d123,Mail2,info@comunecotronei.it
1,c_d124,Mail2,comune.cottanello@tiscali.it
1,c_d127,Mail2,comunedicozzo@libero.it
1,c_d132,Mail2,cravagliana@reteunitaria.piemonte.it
1,c_d133,Mail2,cravanzana@ruparpiemonte.it
1,c_d134,Mail2,demografici@comune.craveggia.vb.it
1,c_d141,Mail2,info@comune.crederarubbiano.cr.it
1,c_d143,Mail2,info@comune.cremella.lc.it
1,c_d147,Mail2,ragioneria@comune.cremia.co.it
1,c_d151,Mail2,ragioneria@comune.cremosano.cr.it
1,c_d154,Mail2,protocollo@comune.crescentino.vc.it
1,c_d156,Mail2,segreteria@comune.crespadoro.vi.it
1,c_d159,Mail2,info@comune.crespiatica.lo.it
1,c_d1600,Mail2,protocollo@comune.crespinalorenzana.pi.it
1,c_d162,Mail2,segreteria@comune.cressa.no.it
1,c_d165,Mail2,crevacuore@ptb.provincia.biella.it
1,c_d168,Mail2,protocollo@comune.crevoladossola.vb.it
1,c_d170,Mail2,claudia.pollice@comune.crispano.na.it
1,c_d172,Mail2,municipio@comune.crissolo.cn.it
1,c_d180,Mail3,comunecropalati@libero.it
1,c_d181,Mail2,protocollo@comune.cropani.cz.it
1,c_d185,Mail2,ragioneria@comune.crosiodellavalle.va.it
3,c_d186,Mail4,protocollo@comune.crottadadda.cr.it
1,c_d187,Mail2,crova@ruparpiemonte.it
1,c_d188,Mail2,segretario@comune.croviana.tn.it
1,c_d189,Mail2,salvatore.flotta@comune.crucoli.kr.it
1,c_d193,Mail2,info@comune.veronella.vr.it
1,c_d196,Mail2,ufficio.info@comune.cucciago.co.it
1,c_d198,Mail2,segreteria@comune.cuggiono.mi.it
1,c_d200,Mail2,area.amministrativa@comune.cuglieri.or.it
1,c_d201,Mail2,sindaco@comune.cugnoli.pe
1,c_d203,Mail2,info@comune.cumignano.cr.it
1,c_d204,Mail2,info@comune.cunardo.va.it
1,c_d205,Mail2,ufficio.protocollo@comune.cuneo.it
1,c_d208,Mail2,staff@comune.cuorgne.to.it
1,c_d209,Mail2,ufficioragioneria@comunedicupello.it
1,c_d211,Mail2,comune@comune.cupramontana.an.it
1,c_d216,Mail2,segreteria@comune.cureggio.no.it
1,c_d217,Mail2,info@comune.curigliaconmonteviasco.va.it
1,c_d219,Mail2,rag.curino@ptb.provincia.biella.it
1,c_d221,Mail2,info@comune.curno.bg.it
1,c_d222,Mail2,info@graun.eu
1,c_d223,Mail2,benvenutobisconti@libero.it
1,c_d226,Mail2,urp@comune.curtarolo.pd.it
1,c_d228,Mail3,segreteriasindaco@comune.curti.ce.it
2,c_d229,Mail3,protocollo@comune.cusago.mi.it
2,c_d230,Mail3,protocollo@comune.cusanomutri.bn.it
1,c_d232,Mail2,info@comune.cusino.co.it
1,c_d233,Mail2,info@comune.cusio.bg.it
1,c_d234,Mail2,sindaco@comune.custonaci.trapani.it
1,c_d238,Mail2,info@comune.cuvio.va.it
1,c_d253,Mail2,comunedasa@libero.it
1,c_d255,Mail2,info.davagna@comunedavagna.it
1,c_d256,Mail2,protocollo@comune.daverio.va.it
1,c_d258,Mail2,amministrazione@comune.dazio.so.it
2,c_d260,Mail3,protocollo@comune.decimoputzu.ca.it
1,c_d261,Mail2,amministrativo@comune.decollatura.cz.it
1,c_d266,Mail2,amministrazione@comune.delebio.so.it
1,c_d268,Mail2,info@comune.delianuova.rc.it
1,c_d271,Mail2,protocollo@comune.demonte.cn.it
1,c_d272,Mail2,posta@comunedenice.it
1,c_d273,Mail2,segreteria@comune.denno.tn.it
1,c_d277,Mail2,info@comune.dernice.al.it
1,c_d278,Mail2,ragioneria@comunederovere.it
1,c_d279,Mail2,protocollo@comune.deruta.pg.it
1,c_d280,Mail2,info@comune.dervio.lc.it
2,c_d284,Mail3,protocollo@comune.desenzano.brescia.it
1,c_d286,Mail2,segreteria@comune.desio.mb.it
1,c_d287,Mail2,comuedesulo@tiscali.it
1,c_d290,Mail2,municipio@sciglianocomune.it
1,c_d291,Mail2,comune@comune.dianodalba.cn.it
1,c_d293,Mail2,ragioneria@comune.dianoarentino.im.it
1,c_d296,Mail2,protocollo@comunedianocastello.it
2,c_d297,Mail4,protocollo@comune.dianomarina.im.it
1,c_d298,Mail2,dianospietro@uno.it
1,c_d299,Mail2,responsabile.segreteria@comune.dicomano.fi.it
1,c_d303,Mail2,comune.dinami@tiscali.it
1,c_d305,Mail2,segreteria@comunediso.it
1,c_d310,Mail2,anagrafe@comune.dizzasco.co.it
1,c_d311,Mail2,info@dobbiaco.eu
1,c_d314,Mail3,protocollo@comune.dogliani.cn.it
1,c_d315,Mail2,comdogliola@tiscali.it
1,c_d318,Mail2,ragioneriatributi@dolceacqua.it
1,c_d321,Mail2,protocollo@comune.dolegnadelcollio.go.it
1,c_d323,Mail2,URP.Dolianova@comune.dolianova.ca.it
1,c_d324,Mail2,protocollo-protokol@sandorligo-dolina.it
1,c_d325,Mail2,urp@comune.dolo.ve.it
1,c_d328,Mail2,info@comune.domanico.cs.it
1,c_d329,Mail2,ragioneria@comunedomaso.it
1,c_d330,Mail2,rag.domegge@cmcs.it
1,c_d331,Mail2,ufficiotecnico@comune.domicella.av.it
1,c_d333,Mail2,protocollo@comune.domusdemaria.ca.it
1,c_d338,Mail2,info@comune.donnas.ao.it
1,c_d341,Mail2,info.dongo@comune.dongo.co.it
1,c_d345,Mail3,protocollo@comune.dorgali.nu.it
1,c_d346,Mail2,info@comune.dorio.lc.it
1,c_d347,Mail2,comune@comune.dormelletto.no.it
1,c_d348,Mail2,info@comune.dorno.pv.it
1,c_d350,Mail2,dorzano@ptb.provincia.biella.it
1,c_d355,Mail2,info@comune.dossodelliro.co.it
1,c_d356,Mail2,info@comune.doues.ao.it
1,c_d357,Mail2,laura.ragazzini@comune.dovadola.fc.it
1,c_d360,Mail2,info@comune.dozza.bo.it
1,c_d361,Mail2,protocollo@comune.dragoni.ce.it
1,c_d366,Mail2,anagrafe@com-drenchia.regione.fvg.it
1,c_d367,Mail2,ragioneria@comune.dresano.mi.it
1,c_d371,Mail2,municipio@comune.dro.tn.it
1,c_d372,Mail2,info@comune.dronero.cn.it
1,c_d374,Mail2,segreteria@comune.druogno.vb.it
2,c_d376,Mail3,protocollo@comune.dualchi.nu.it
1,c_d377,Mail2,ufficioprotocollo@comune.dubino.so.it
1,c_d379,Mail2,info@comune.dueville.vi.it
1,c_d383,Mail2,protocollo@comune.duino-aurisina.ts.it
1,c_d384,Mail2,info@comune.dumenza.va.it
1,c_d385,Mail2,info@comune.duno.va.it
1,c_d388,Mail2,info@comune.dusinosanmichele.at.it
1,c_d390,Mail2,urp@comune.eboli.sa.it
1,c_d395,Mail2,comunedielini@tiscali.it
1,c_d401,Mail2,info@comune.elva.cn.it
1,c_d407,Mail2,info@comune.enego.vi.it
1,c_d411,Mail2,info@comune.entratico.bg.it
1,c_d416,Mail2,comune.erba@comune.erba.co.it
1,c_d419,Mail2,info@comune.erbe.vr.it
1,c_d421,Mail2,protocollo@comune.erbusco.bs.it
1,c_d423,Mail2,sindaco@comune.erice.tp.it
1,c_d426,Mail2,tecnico@comune.ertoecasso.pn.it
1,c_d428,Mail2,erve@comune.erve.lc.it
1,c_d429,Mail2,INFO@COMUNE.ESANATOGLIA.MC.IT
1,c_d430,Mail3,protocollo@comune.escalaplano.ca.it
1,c_d436,Mail2,ragioneria@comune.esinolario.lc.it
1,c_d442,Mail2,polisportello@comune.este.pd.it
1,c_d443,Mail2,amministrativo@comune.esterzili.ca.it
1,c_d444,Mail2,info@comune.etroubles.ao.it
1,c_d445,Mail2,info@comune.eupilio.co.it
1,c_d447,Mail2,comune@fabbricacurone.it
1,c_d451,Mail2,info@comune.fabriano.an.it
1,c_d452,Mail2,ragioneriafabrica@libero.it
1,c_d455,Mail2,segreteria@com-faedis.regione.fvg.it
1,c_d456,Mail2,info@comune.faedovaltellino.so.it
1,c_d461,Mail2,protocollo@comune.fagagna.ud.it
1,c_d464,Mail2,ufficio.ragioneria@comune.fagnanocastello.cs.it
1,c_d467,Mail2,protocollo@comune.fagnanoolona.va.it
1,c_d468,Mail2,protocollo@comune.faidellapaganella.tn.it
1,c_d469,Mail2,segreteria@comune.faicchio.bn.it
1,c_d470,Mail2,falcade@agordino.bl.it
1,c_d472,Mail2,sindaco@comune.falconara-marittima.an.it
1,c_d473,Mail2,ufficiosegreteria@comunefalconaraalbanese.it
1,c_d474,Mail2,info@comune.falcone.me.it
1,c_d476,Mail2,info@comune.falerna.cz.it
1,c_d480,Mail2,anagrafe.fallo@libero.it
1,c_d483,Mail2,comunefalvaterra@libero.it
1,c_d486,Mail2,info@comune.fanano.mo.it
1,c_d487,Mail2,tributi@comune.fanna.pn.it
1,c_d488,Mail2,sindaco@comune.fano.pu.it
1,c_d489,Mail3,servizidemografici@comune.fanoadriano.te.it
1,c_d491,Mail2,ragioneria@comune.faraolivanaconsola.bg.it
1,c_d493,Mail2,ragioneria@farainsabina.gov.it
1,c_d497,Mail2,comunefardella@rete.basilicata.it
1,c_d502,Mail2,comunedifarini@virgilio.it
1,c_d503,Mail2,protocollo@comune.farnese.vt.it
1,c_d504,Mail2,protocollo@comune.farradisonzo.go.it
1,c_d505,Mail2,protocollo@farra.it
1,c_d509,Mail2,comunedifascia@tin.it
1,c_d512,Mail2,comunedifavale@libero.it
1,c_d513,Mail2,comune.valsinni@libero.it
1,c_d520,Mail2,protocollo@comune.favria.to.it
1,c_d522,Mail2,info@comune.orcofeglino.sv.it
1,c_d523,Mail2,feisoglio@ruparpiemonte.it
1,c_d524,Mail3,info@comune.feletto.to.it
1,c_d528,Mail2,protocollo@comune.felizzano.al.it
1,c_d530,Mail2,protocollo@comune.feltre.bl.it
1,c_d531,Mail2,info@comune.fenegro.co.it
1,c_d532,Mail2,comune.fenestrelle@perosa.it
1,c_d541,Mail2,comune@comune.fermignano.pu.it
1,c_d543,Mail2,comune@ferno.gov.it
1,c_d544,Mail4,ragioneria@comune.feroletoantico.cz.it
1,c_d547,Mail2,ufficio.ragioneria@comune.ferrandina.mt.it
1,c_d549,Mail2,info@comune.ferraradimontebaldo.vr.it
1,c_d550,Mail2,finanze.ferrazzano@virgilio.it
1,c_d551,Mail2,info@comune.ferreradivarese.va.it
1,c_d552,Mail2,ragioneria@comune.ferreraerbognone.pv.it
1,c_d553,Mail2,info@comune.moncenisio.to.it
1,c_d554,Mail2,municipio@comune.ferrere.at.it
1,c_d559,Mail2,info@comune.fraconalto.al.it
1,c_d560,Mail2,info@comune.fiamignano.ri.it
1,c_d562,Mail2,segreteria@comune.fiano.to.it
1,c_d564,Mail2,info@comune.fiastra.mc.it
1,c_d565,Mail2,segreteria@comune.fiave.tn.it
1,c_d566,Mail2,info@comune.poggiosanvicino.mc.it
1,c_d567,Mail2,protocollo@comune.ficarazzi.pa.it
1,c_d568,Mail2,info@comune.ficarolo.ro.it
1,c_d569,Mail2,protocollocomune@ficarra.it
1,c_d570,Mail2,amministrativo@comune.ficulle.tr.it
1,c_d573,Mail2,segreteria@comune.fierozzo.tn.it
1,c_d578,Mail2,segreteria@comune.fiessodartico.ve.it
1,c_d579,Mail2,comune@comune.figinoserenza.co.it
1,c_d588,Mail2,info@comune.filago.bg.it
1,c_d589,Mail2,filandari@libero.it
1,c_d591,Mail2,protocollo@comunefilettino.it
1,c_d592,Mail2,info@comune.filetto.ch.it
1,c_d593,Mail2,amministrativo@filiano.com
1,c_d594,Mail2,ragioneria@comune.filighera.pv.it
1,c_d595,Mail2,protocollo@comune.filignano.is.it
1,c_d597,Mail2,info@comune.filottrano.an.it
1,c_d600,Mail2,protocollo@comunefinaleligure.it
1,c_d604,Mail2,info@comune.finodelmonte.bg.it
1,c_d605,Mail2,info@comune.finomornasco.co.it
1,c_d606,Mail2,segreteria@comune.fioranoalserio.bg.it
1,c_d607,Mail2,info@comune.fiorano-modenese.mo.it
1,c_d612,Mail2,segreteria.urp@comune.fi.it
1,c_d613,Mail2,info@comune.firenzuola.fi.it
1,c_d614,Mail2,ufficio.ragioneria@comune.firmo.cs.it
1,c_d615,Mail2,segreteria@comune.fisciano.sa.it
1,c_d616,Mail2,sindaco@comune.foglizzo.to.it
1,c_d623,Mail2,info@comune.fiumefreddodisicilia.ct.gov.it
1,c_d624,Mail2,anagrafe@comune.fiumefreddobruzi.cs.it
1,c_d628,Mail2,info@comune.fiuminata.mc.it
1,c_d629,Mail2,gianluigi.giannetti@comune.fivizzano.ms.it
1,c_d630,Mail2,segreteria@comune.flaibano.ud.it
1,c_d637,Mail2,finanza@comune.florinas.ss.it
1,c_d638,Mail2,segreteria@comunediflumeri.it
1,c_d641,Mail2,fobello@reteunitaria.piemonte.it
1,c_d643,Mail2,urp@comune.foggia.it
1,c_d644,Mail2,info@comune.foglianise.bn.it
1,c_d645,Mail2,ragioneria@com-fogliano-redipuglia.regione.fvg.it
1,c_d649,Mail2,ccassioli@comune.foiano.ar.it
1,c_d650,Mail4,g_ruggieroit@yahoo.it
1,c_d651,Mail2,info@comune.folgaria.tn.it
1,c_d652,Mail2,info@comune.folignano.ap.it
1,c_d656,Mail2,protocollo@comune.follonica.gr.it
1,c_d661,Mail2,info@comune.fondachellifantina.me.it
1,c_d666,Mail2,info@comune.fontainemore.ao.it
1,c_d668,Mail2,urp@fontanelice.provincia.bologna.it
1,c_d672,Mail2,info@comune.fontanella.bg.it
1,c_d673,Mail2,info@comune.fontanellato.pr.it
1,c_d674,Mail2,info@comune.fontanelle.tv.it
1,c_d676,Mail2,fontanetto.po@reteunitaria.piemonte.it
1,c_d677,Mail2,fontanigorda@virgilio.it
1,c_d678,Mail2,protocollo@comune.fontanile.at.it
1,c_d679,Mail2,protocollo@comune.fontaniva.pd.it
1,c_d681,Mail2,anagrafe@comune.fontecchio.aq.it
1,c_d682,Mail2,ragioneria@comune.fontechiari.fr.it
1,c_d683,Mail2,comune.fontegreca@tiscali.it
1,c_d684,Mail2,info@comune.fonteno.bg.it
1,c_d686,Mail2,personale.fonzaso@feltrino.bl.it
1,c_d689,Mail2,elettorale@comune.forano.ri.it
1,c_d691,Mail2,segreteria@comune.force.ap.it
1,c_d695,Mail2,info@comune.fordongianus.or.it
1,c_d704,Mail2,urp@comune.forli.fc.it
1,c_d705,Mail2,protocollo@comune.forlimpopoli.fc.it
1,c_d710,Mail2,comune.formigara@libero.it
1,c_d712,Mail2,formigliana@ruparpiemonte.it
1,c_d714,Mail2,segreteria@comune.fornace.tn.it
1,c_d715,Mail2,comune.fornelli@libero.it
1,c_d717,Mail2,info@comune.tonezzodelcimone.vi.it
1,c_d718,Mail2,protocollo@com-forni-avoltri.regione.fvg.it
1,c_d720,Mail2,protocollo@comune.fornidisotto.ud.it
1,c_d727,Mail2,ufficioprotocollo@comune.fornovosangiovanni.bg.it
1,c_d730,Mail2,protocollo@comunefdm.it
1,c_d731,Mail2,info@comunefortezza.eu
1,c_d732,Mail2,comune.fortunago@libero.it
1,c_d734,Mail2,info@comune.fosciandora.lu.it
1,c_d735,Mail2,ragioneria.fosdinovo@anutel.it
1,c_d736,Mail2,comunefossa@tin.it
1,c_d737,Mail2,fossalto@tiscali.it
1,c_d740,Mail2,info@comunefossaltadipiave.it
1,c_d741,Mail2,info@comune.fossaltadiportogruaro.ve.it
1,c_d742,Mail2,info@comune.fossano.cn.it
1,c_d745,Mail2,f.delventura@comune.fossatodivico.pg.it
1,c_d746,Mail2,ragioneria@montebellojonico.it
1,c_d748,Mail2,urp@comune.fosso.ve.it
1,c_d751,Mail2,frabosa.soprana@ruparpiemonte.it
1,c_d756,Mail2,ufficio.ragioneria@comune.fragnetomonforte.bn.it
1,c_d757,Mail2,anagrafe@comune.fraine.ch.it
1,c_d758,Mail2,anagrafe@comune.framura.sp.it
